"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"0.831.109.514.11","Première Convention complémentaire du 9 février 1996 à la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19960114/index.html","NA","RO 1997 1570","1996-02-09","/opc/fr/classified-compilation/19960114/history.html","200208140000/0.831.109.514.11.pdf","2002-08-14",1,1,19960114,"https://www.admin.ch/opc/fr/classified-compilation/19960114/200208140000/0.831.109.514.11.pdf",6,"1996-11-01",1
"0.831.109.514.12","Arrangement administratif du 16 mars 1990 concernant les modalités d’application de la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19900027/index.html","NA","RO 1990 656","1990-03-16","/opc/fr/classified-compilation/19900027/history.html","199005010000/0.831.109.514.12.pdf","1990-05-01",1,0,19900027,"https://www.admin.ch/opc/fr/classified-compilation/19900027/199005010000/0.831.109.514.12.pdf",8,"1990-05-01",1
"0.831.109.514.13","Deuxième Convention du 29 novembre 2000 complémentaire à la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20011409/index.html","NA","RO 2002 4106","2000-11-29","/opc/fr/classified-compilation/20011409/history.html","200208140000/0.831.109.514.13.pdf","2002-08-14",1,0,20011409,"https://www.admin.ch/opc/fr/classified-compilation/20011409/200208140000/0.831.109.514.13.pdf",2,"2002-08-14",1
"0.831.109.518.1","Convention du 14 novembre 1955 entre la Confédération suisse et le Grand-Duché de Luxembourg en matière d’assurances sociales (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19550197/index.html","NA","RO 1957 282","1955-11-14","/opc/fr/classified-compilation/19550197/history.html","195704010000/0.831.109.518.1.pdf","1957-04-01",1,0,19550197,"https://www.admin.ch/opc/fr/classified-compilation/19550197/195704010000/0.831.109.518.1.pdf",12,"1957-04-01",1
"0.831.109.518.12","Arrangement administratif du 27 février 1957 relatif aux modalités d’application de la Convention conclue entre la Suisse et le Grand-Duché de Luxembourg en matière d’assurances sociales","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19570041/index.html","NA","RO 1957 294","1957-02-27","/opc/fr/classified-compilation/19570041/history.html","195702270000/0.831.109.518.12.pdf","1957-02-27",1,0,19570041,"https://www.admin.ch/opc/fr/classified-compilation/19570041/195702270000/0.831.109.518.12.pdf",10,"1957-02-27",1
"0.831.109.518.2","Convention de sécurité sociale du 3 juin 1967 entre la Confédération suisse et le Grand-Duché de Luxembourg (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19670097/index.html","NA","RO 1969 417","1967-06-03","/opc/fr/classified-compilation/19670097/history.html","197712010000/0.831.109.518.2.pdf","1977-12-01",1,1,19670097,"https://www.admin.ch/opc/fr/classified-compilation/19670097/197712010000/0.831.109.518.2.pdf",16,"1969-05-01",1
"0.831.109.518.21","Arrangement administratif du 17 février 1970 fixant les modalités d’application de la Convention de sécurité sociale du 3 juin 1967 entre la Confédération suisse et le Grand-Duché de Luxembourg (avec annexe)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19700038/index.html","NA","RO 1979 651","1970-02-17","/opc/fr/classified-compilation/19700038/history.html","196905010000/0.831.109.518.21.pdf","1969-05-01",1,0,19700038,"https://www.admin.ch/opc/fr/classified-compilation/19700038/196905010000/0.831.109.518.21.pdf",14,"1969-05-01",1
"0.831.109.520.1","Convention du 9 décembre 1999 de sécurité sociale entre la Confédération suisse et la République de Macédoine","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20010050/index.html","NA","RO 2002 3686","1999-12-09","/opc/fr/classified-compilation/20010050/history.html","200901010000/0.831.109.520.1.pdf","2009-01-01",2,1,20010050,"https://www.admin.ch/opc/fr/classified-compilation/20010050/200901010000/0.831.109.520.1.pdf",18,"2002-01-01",1
"0.831.109.573.1","Echange de notes des 29 juin/10 juillet 2007 confirmant la validité entre la Suisse et le Monténégro de la convention du 8 juin 1962 entre la Confédération suisse et la République populaire fédérale de Yougoslavie relative aux assurances sociales","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20072058/index.html","NA","RO 2008 1751","2007-07-10","/opc/fr/classified-compilation/20072058/history.html","200707100000/0.831.109.573.1.pdf","2007-07-10",1,0,20072058,"https://www.admin.ch/opc/fr/classified-compilation/20072058/200707100000/0.831.109.573.1.pdf",2,"2007-07-10",1
"0.831.109.573.12","Echange de notes des 29 juin/10 juillet 2007 confirmant la validité entre la Suisse et le Monténégro de l’arrangement administratif du 5 juillet 1963 concernant les modalités d’application de la convention relative aux assurances sociales entre la Confédération suisse et la République Populaire Fédérative de Yougoslavie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20072059/index.html","NA","RO 2008 1753","2007-07-10","/opc/fr/classified-compilation/20072059/history.html","200707100000/0.831.109.573.12.pdf","2007-07-10",1,0,20072059,"https://www.admin.ch/opc/fr/classified-compilation/20072059/200707100000/0.831.109.573.12.pdf",2,"2007-07-10",1
"0.831.109.598.1","Convention de sécurité sociale du 21 février 1979 entre la Confédération suisse et le Royaume de Norvège (avec prot. final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19790040/index.html","NA","RO 1980 1841","1979-02-21","/opc/fr/classified-compilation/19790040/history.html","198011010000/0.831.109.598.1.pdf","1980-11-01",1,0,19790040,"https://www.admin.ch/opc/fr/classified-compilation/19790040/198011010000/0.831.109.598.1.pdf",18,"1980-11-01",1
"0.831.109.598.12","Arrangement administratif du 22 septembre 1980 concernant les modalités d’application de la Convention de sécurité sociale du 21 février 1979 entre la Confédération suisse et le Royaume de Norvège (avec annexe)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19800242/index.html","NA","RO 1980 1859","1980-09-22","/opc/fr/classified-compilation/19800242/history.html","198508010000/0.831.109.598.12.pdf","1985-08-01",1,1,19800242,"https://www.admin.ch/opc/fr/classified-compilation/19800242/198508010000/0.831.109.598.12.pdf",10,"1980-11-01",1
"0.831.109.636.1","Convention du 28 mars 1958 entre la Confédération suisse et le Royaume des Pays-Bas sur les assurances sociales (avec protocole add.)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19580040/index.html","NA","RO 1958 1061","1958-03-28","/opc/fr/classified-compilation/19580040/history.html","197107010000/0.831.109.636.1.pdf","1971-07-01",1,1,19580040,"https://www.admin.ch/opc/fr/classified-compilation/19580040/197107010000/0.831.109.636.1.pdf",6,"1958-12-01",1
"0.831.109.636.11","Accord complémentaire du 14 octobre 1960 à la convention du 28 mars 1958 entre la Confédération Suisse et le Royaume des Pays-Bas sur les assurances sociales","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19600166/index.html","NA","RO 1960 1294","1960-10-14","/opc/fr/classified-compilation/19600166/history.html","195910010000/0.831.109.636.11.pdf","1959-10-01",1,0,19600166,"https://www.admin.ch/opc/fr/classified-compilation/19600166/195910010000/0.831.109.636.11.pdf",2,"1959-10-01",1
"0.831.109.636.12","Arrangement administratif des 28 mars/3 juin 1958 relatif aux modalités d’application de la Convention entre la Confédération suisse et le Royaume des Pays-Bas sur les assurances sociales","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19580079/index.html","NA","RO 1958 1074","1958-06-03","/opc/fr/classified-compilation/19580079/history.html","195812010000/0.831.109.636.12.pdf","1958-12-01",1,0,19580079,"https://www.admin.ch/opc/fr/classified-compilation/19580079/195812010000/0.831.109.636.12.pdf",10,"1958-12-01",1
"0.831.109.636.2","Convention de sécurité sociale du 27 mai 1970 entre la Confédération suisse et le Royaume des Pays-Bas (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19700111/index.html","NA","RO 1971 1039","1970-05-27","/opc/fr/classified-compilation/19700111/history.html","197107010000/0.831.109.636.2.pdf","1971-07-01",1,0,19700111,"https://www.admin.ch/opc/fr/classified-compilation/19700111/197107010000/0.831.109.636.2.pdf",16,"1971-07-01",1
"0.831.109.636.21","Arrangement administratif du 29 mai 1970 concernant les modalités d’application de la Convention de sécurité sociale conclue entre la Confédération suisse et le Royaume des Pays-Bas le 27 mai 1970","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19700112/index.html","NA","RO 1975 1915","1970-05-29","/opc/fr/classified-compilation/19700112/history.html","198704010000/0.831.109.636.21.pdf","1987-04-01",1,1,19700112,"https://www.admin.ch/opc/fr/classified-compilation/19700112/198704010000/0.831.109.636.21.pdf",12,"1971-07-01",1
"0.831.109.645.1","Convention de sécurité sociale du 17 septembre 2001 entre la Confédération suisse et la République des Philippines","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20021896/index.html","NA","RO 2004 1237","2001-09-17","/opc/fr/classified-compilation/20021896/history.html","200403010000/0.831.109.645.1.pdf","2004-03-01",1,0,20021896,"https://www.admin.ch/opc/fr/classified-compilation/20021896/200403010000/0.831.109.645.1.pdf",14,"2004-03-01",1
"0.831.109.645.11","Arrangement administratif du 17 septembre 2001 concernant les modalités d’application de la Convention de sécurité sociale du 17 septembre 2001 entre la Confédération suisse et la République des Philippines","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/20041521/index.html","NA","RO 2005 233","2001-09-17","/opc/fr/classified-compilation/20041521/history.html","200403010000/0.831.109.645.11.pdf","2004-03-01",1,0,20041521,"https://www.admin.ch/opc/fr/classified-compilation/20041521/200403010000/0.831.109.645.11.pdf",6,"2004-03-01",1
"0.831.109.654.1","Convention de sécurité sociale du 11 septembre 1975 entre la Suisse et le Portugal (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19750243/index.html","NA","RO 1977 291","1975-09-11","/opc/fr/classified-compilation/19750243/history.html","199511010000/0.831.109.654.1.pdf","1995-11-01",1,1,19750243,"https://www.admin.ch/opc/fr/classified-compilation/19750243/199511010000/0.831.109.654.1.pdf",20,"1977-03-01",1
"0.831.109.654.12","Arrangement administratif du 24 septembre 1976 fixant les modalités d’application de la Convention 
de sécurité sociale du 11 septembre 1975 entre la Suisse et le Portugal (avec annexes)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19760221/index.html","NA","RO 1977 2208","1976-09-24","/opc/fr/classified-compilation/19760221/history.html","197907120000/0.831.109.654.12.pdf","1979-07-12",1,1,19760221,"https://www.admin.ch/opc/fr/classified-compilation/19760221/197907120000/0.831.109.654.12.pdf",18,"1977-03-01",1
"0.831.109.672.1","Echange de lettres du 16 décembre 1981 en matière de sécurité sociale entre la Suisse et la République de Saint Marin","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19810346/index.html","NA","RO 1983 220","1981-12-16","/opc/fr/classified-compilation/19810346/history.html","198303010000/0.831.109.672.1.pdf","1983-03-01",1,0,19810346,"https://www.admin.ch/opc/fr/classified-compilation/19810346/198303010000/0.831.109.672.1.pdf",4,"1983-03-01",1
"0.831.109.690.1","Convention du 7 juin 1996 de sécurité sociale entre la Confédération suisse et la République slovaque","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19983237/index.html","NA","RO 1998 2182","1996-06-07","/opc/fr/classified-compilation/19983237/history.html","199712010000/0.831.109.690.1.pdf","1997-12-01",1,0,19983237,"https://www.admin.ch/opc/fr/classified-compilation/19983237/199712010000/0.831.109.690.1.pdf",14,"1997-12-01",1
"0.831.109.690.12","Arrangement administratif du 11 décembre 1997 concernant les modalités d’application de la Convention de sécurité sociale du 7 juin 1996 entre la Confédération suisse et la République slovaque","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19981854/index.html","NA","RO 1998 2195","1997-12-11","/opc/fr/classified-compilation/19981854/history.html","199712010000/0.831.109.690.12.pdf","1997-12-01",1,0,19981854,"https://www.admin.ch/opc/fr/classified-compilation/19981854/199712010000/0.831.109.690.12.pdf",6,"1997-12-01",1
"0.831.109.691.1","Convention du 10 avril 1996 de sécurité sociale entre la Confédération suisse et la République de Slovénie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19983243/index.html","NA","RO 1998 2237","1996-04-10","/opc/fr/classified-compilation/19983243/history.html","199708010000/0.831.109.691.1.pdf","1997-08-01",1,0,19983243,"https://www.admin.ch/opc/fr/classified-compilation/19983243/199708010000/0.831.109.691.1.pdf",16,"1997-08-01",1
"0.831.109.691.12","Arrangement administratif du 4 septembre 1997 concernant les modalités d’application de la Convention de sécurité sociale du 10 avril 1996 entre la Confédération suisse et la République de Slovénie","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19981864/index.html","NA","RO 1998 2252","1997-09-04","/opc/fr/classified-compilation/19981864/history.html","199708010000/0.831.109.691.12.pdf","1997-08-01",1,0,19981864,"https://www.admin.ch/opc/fr/classified-compilation/19981864/199708010000/0.831.109.691.12.pdf",8,"1997-08-01",1
"0.831.109.714.1","Convention de sécurité sociale du 20 octobre 1978 entre la Confédération suisse et le Royaume de Suède (avec protocole final)","/opc/fr/classified-compilation/0.83.html","/opc/fr/classified-compilation/19780231/index.html","NA","RO 1980 224","1978-10-20","/opc/fr/classified-compilation/19780231/history.html","198003010000/0.831.109.714.1.pdf","1980-03-01",1,0,19780231,"https://www.admin.ch/opc/fr/classified-compilation/19780231/198003010000/0.831.109.714.1.pdf",16,"1980-03-01",1
