"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"20140008-2",NA,0,"20140008","Arrêté fédéral portant approbation de l'accord entre la Suisse et la Jamaïque concernant la protection des indications géographiques","Bundesbeschluss über die Genehmigung des Abkommens zwischen der Schweiz und Jamaika über den Schutz der geografischen Angaben","2014-01-15",49,"2014-03-21",3,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DEFR","Aussenwirtschaft; Wirtschaftsabkommen; multilaterale Beziehungen; bilaterale Beziehungen; Wirtschaftsbeziehungen; Bericht; WTO; OECD; EFTA; IWF; Förderung des Handels; Zolltarif; Zolltarifpolitik; Wirtschaftssanktion; Ausfuhrbeschränkung; Entwicklungszusammenarbeit; Jahresbericht; UNCTAD; IAO; Investitionsschutz; internationales Übereinkommen; Europäische Bank für Wiederaufbau und Entwicklung; Schweizerische Zentrale für Handelsförderung; Exportrisikoversicherung; Ursprungserzeugnis; landwirtschaftliche Produkte; Wirtschaftsdiplomatie; Freihandelsabkommen; Bosnien-Herzegowina; Ursprungsbezeichnung; Jamaika","","RO 2014 2513","http://www.admin.ch/opc/fr/official-compilation/2014/2513.pdf","2014-1399","","FF 2014 2825","http://www.admin.ch/opc/fr/federal-gazette/2014/2825.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","no_eu_law","2013-09-23","international","CN/NC","IIIa","no","2014-03-21",189,0,0,"2014-03-21",41,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20140008-3",18,0,"20140008","Arrêté fédéral portant approbation de mesures touchant le tarif des douanes","Bundesbeschluss über die Genehmigung zolltarifarischer Massnahmen","2014-01-15",49,"2014-03-17",3,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DEFR","Aussenwirtschaft; Wirtschaftsabkommen; multilaterale Beziehungen; bilaterale Beziehungen; Wirtschaftsbeziehungen; Bericht; WTO; OECD; EFTA; IWF; Förderung des Handels; Zolltarif; Zolltarifpolitik; Wirtschaftssanktion; Ausfuhrbeschränkung; Entwicklungszusammenarbeit; Jahresbericht; UNCTAD; IAO; Investitionsschutz; internationales Übereinkommen; Europäische Bank für Wiederaufbau und Entwicklung; Schweizerische Zentrale für Handelsförderung; Exportrisikoversicherung; Ursprungserzeugnis; landwirtschaftliche Produkte; Wirtschaftsdiplomatie; Freihandelsabkommen; Bosnien-Herzegowina; Ursprungsbezeichnung; Jamaika","","","","2014-1429","","FF 2014 2905","http://www.admin.ch/opc/fr/federal-gazette/2014/2905.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"agriculture","","","","","","","","","","","","","","","","",""
"20140016-1",16,1,"20140016","Arrêté fédéral portant approbation du traité sur le commerce des armes","Bundesbeschluss über die Genehmigung des Vertrags über den Waffenhandel","2014-01-29",49,"2014-09-26",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DEFR","Waffenhandel; konventionelle Waffe; Konvention UNO; Waffenausfuhr; dual use-Güter; Kontrolle","","RO 2015 593","http://www.admin.ch/opc/fr/official-compilation/2015/593.pdf","2014-1523","","FF 2014 7125","http://www.admin.ch/opc/fr/federal-gazette/2014/7125.pdf","",NA,NA,0,"parl_adopted","Pour ce projet, il est indiqué à la page 10 du PDF que l'initiative provient de la société civil international. J'ai donc mis la date correspondante comme impulsion et ""international"" comme initiant du projet. 

JC_OK","agreement","none","none","compatible_reform","1997-06-30","international","CN/NC","IIIa","no","2014-09-26",182,15,1,"2014-09-26",43,0,2,"no","none",0,0,"law_order","","","","","","","","","","","","","","A3375","","",""
"20140017-1",NA,0,"20140017","Arrêté fédéral portant approbation de la convention de sécurité sociale entre la Confédération suisse et l’Uruguay","Bundesbeschluss über die Genehmigung des Abkommens zwischen der Schweiz und Uruguay über soziale Sicherheit","2014-02-12",49,"2014-11-24",1,43,"no","none","other simple federal decree","DFI","Sozialversicherungsabkommen; Uruguay; AHV-Beiträge; Krankenversicherung","","RO 2015 943","http://www.admin.ch/opc/fr/official-compilation/2015/943.pdf","2014-1667","","","","",NA,NA,0,"parl_adopted","","agreement","none","none","no_eu_law","","","CE/SC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20140018-1",16,0,"20140018","Arrêté fédéral concernant l’engagement de personnel militaire pour donner des conseils en matière de sécurité dans les représentations suisses à l’étranger","Bundesbeschluss über den Einsatz von Angehörigen des militärischen Personals zur Sicherheitsberatung in Schweizer Auslandvertretungen","2014-02-12",49,"2014-03-13",1,43,"no","none","other simple federal decree","DDPS","Botschaft im Ausland; Ägypten; öffentliche Ordnung; Sicherheit; Armeeangehöriger","","","","2014-1573","","FF 2014 2901","http://www.admin.ch/opc/fr/federal-gazette/2014/2901.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20140021-1",12,1,"20140021","Arrêté fédéral portant approbation des amendements au Statut de Rome de la Cour pénale internationale relatifs au crime d’agression et aux crimes de guerre","Bundesbeschluss über die Genehmigung der Änderungen des Römer Statuts des Internationalen Strafgerichtshofs betreffend das Verbrechen der Aggression und die Kriegsverbrechen","2014-02-19",49,"2015-03-20",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFAE","Internationaler Strafgerichtshof; militärischer Eingriff; Kriegsverbrechen; Ratifizierung eines Abkommens; internationales Strafrecht; Verbrechen gegen die Menschlichkeit; Opfer unter der Zivilbevölkerung; chemische Waffe; konventionelle Waffe","","","","2014-2001","","FF 2015 2551","http://www.admin.ch/opc/fr/federal-gazette/2015/2551.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","compatible_reform","2010-05-31","international","CE/SC","IV","no","2015-03-20",197,0,0,"2015-03-20",44,0,0,"no","none",1,1,"law_order","","","","","","","","","","","2013-5","","","F4580","","",""
"20140022-1",NA,0,"20140022","Loi fédérale sur le renseignement (LRens)","Bundesgesetz über den Nachrichtendienst (Nachrichtendienstgesetz, NDG)","2014-02-19",49,"2015-09-25",1,12,"yes","optional","federal law","DDPS","Nachrichtendienst; Nachrichtendienst des Bundes; Informationssystem; Staatsschutz; Gesetz; Terrorismus; Extremismus; Brief-, Post- und Fernmeldegeheimnis; Telefonüberwachung; Personendaten; Datenschutz; Durchsuchung; Computer; Bewilligung; Drohne; Kontrolle; Rechtsschutz; Informationsaustausch; Internet; E-mail; Informationsanalyse; Beziehung Bund-Kanton; Kanton","","","","2014-2159","","FF 2015 6597","http://www.admin.ch/opc/fr/federal-gazette/2015/6597.pdf","",NA,NA,1.5,"parl_adopted","","none","none","none","no_eu_law","2009-11-27","government","CN/NC","IIIa","no","2015-09-25",145,41,8,"2015-09-25",35,5,3,"no","none",1,1,"civil_rights","","","","","","","","","","","2013-44","","","","","",""
"20140023-1",7,0,"20140023","Loi fédérale sur les résidences secondaires (LRS)","Bundesgesetz über Zweitwohnungen (Zweitwohnungsgesetz, ZWG)","2014-02-19",49,"2015-03-20",1,12,"yes","optional","federal law","DETEC","Ferienwohnung; Baugenehmigung; Gemeinde; Raumplanung; Gesetz; Wohnung; Tourismus; Hotellerie","702","RO 2015 5657","http://www.admin.ch/opc/fr/official-compilation/2015/5657.pdf","2014-2247","","FF 2015 2539","http://www.admin.ch/opc/fr/federal-gazette/2015/2539.pdf","",NA,NA,1,"parl_adopted","","none","none","none","missing","2012-03-11","people","CE/SC","IIIa","no","2015-03-20",159,12,23,"2015-03-20",40,2,2,"no","none",1,1,"urban_regional","","","","","","","","","","","2013-77","","","","","",""
"20140025-1",9,0,"20140025","Loi sur l’asile (LAsi) (Prorogation des modifications urgentes de la loi sur l’asile)","Asylgesetz (AsylG) (Verlängerung der dringlichen Änderungen des Asylgesetzes)","2014-02-26",49,"2014-09-26",1,12,"yes","optional","federal law","DFJP","Asylrecht; Gesetz; Verlängerung des Gesetzes; dringliches Bundesgesetz; Asylverfahren","142.31","RO 2015 2047","http://www.admin.ch/opc/fr/official-compilation/2015/2047.pdf","2014-2027","","FF 2014 7049","http://www.admin.ch/opc/fr/federal-gazette/2014/7049.pdf","",NA,NA,0,"parl_adopted","JJ: clause d urgence car prorogation loi adoptée avec clause d urgence","none","none","none","compatible_reform","2010-05-26","government","CN/NC","IIIa","no","2014-09-26",179,4,15,"2014-09-26",40,0,5,"no","demanded_accepted",0,0,"immigration","","","","","","","","","","","","","","","","",""
"20140027-1",10,0,"20140027","Arrêté fédéral concernant l’allocation des moyens financiers nécessaires pour la deuxième période du programme d’élimination des goulets d’étranglement du réseau des routes nationales","Bundesbeschluss über die Freigabe der Mittel für die zweite Periode des Programms zur Beseitigung von Engpässen im Nationalstrassennetz","2014-02-26",49,"2014-09-16",1,42,"no","none","simple federal decree regarding a funding decision","DETEC","Nationalstrassenbau; Verkehrsplanung; Strassennetz; Autobahn; Strassenbau; Verkehrsstau; Basel-Stadt; Basel-Land; Bern (Kanton); Genf (Kanton); St. Gallen (Kanton); Zürich (Kanton); Finanzierung; Fonds; Verkehrsinfrastruktur; Spezialfinanzierung","","","","2014-2431","","FF 2014 7607","http://www.admin.ch/opc/fr/federal-gazette/2014/7607.pdf","",NA,NA,0,"parl_adopted","","none","none","none","no_eu_law","","","CN/NC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",1,1,"macroeconomics","","","","","","","","","","","2013-72","","","","","",""
"20140028-1",10,1,"20140028","Arrêté fédéral sur la libération des crédits du programme en faveur du trafic d’agglomération à partir de 2015","Bundesbeschluss über die Freigabe der Mittel ab 2015 für das Programm Agglomerationsverkehr","2014-02-26",49,"2014-09-16",1,42,"no","none","simple federal decree regarding a funding decision","DETEC","Verkehrsinfrastruktur; Fonds; Agglomeration; Agglomerationsgemeinde; Stadt; öffentlicher Verkehr; Finanzierung; Autobahn; Nationalstrassenbau; Strassenunterhalt; Individualverkehr; regionaler Verkehr; Ortsverkehr; Strassenverkehr; Automobilsteuer; Mineralölsteuer","","","","2014-2539","","FF 2014 7609","http://www.admin.ch/opc/fr/federal-gazette/2014/7609.pdf","",NA,NA,0,"parl_adopted","","none","none","none","compatible_reform","","","CN/NC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",1,2,"macroeconomics","","","","","","","","","","","2013-76","","","","","",""
"20140029-1",9,0,"20140029","Arrêté fédéral portant approbation et mise en oeuvre de l’échange de notes entre la Suisse et l’UE concernant la reprise du règlement (UE) no 604/2013 établissant les critères et mécanismes de détermination de l’Etat membre responsable de l’examen d’une demande de protection internationale (Développement de l’acquis de Dublin/Eurodac)","Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustausches zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung (EU) Nr. 604/2013 zur Festlegung der Kriterien und Verfahren zur Bestimmung des Mitgliedstaats, der für die Prüfung eines Antrags auf internationalen Schutz zuständig ist (Weiterentwicklung des Dublin/Eurodac-Besitzstands","2014-03-07",49,"2014-09-26",2,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Asylrecht; Asylverfahren; Asylbewerber/in; Dubliner Abkommen; Ausschaffung; Rechtsschutz; Inhaftierung; Zwangsmassnahme; junger Mensch; Datenbasis; Personendaten; Datenschutz; biometrische Daten; Ausländerrecht","142.20","RO 2015 1841","http://www.admin.ch/opc/fr/official-compilation/2015/1841.pdf","2014-2637","","FF 2014 7111","http://www.admin.ch/opc/fr/federal-gazette/2014/7111.pdf","",NA,NA,0,"parl_adopted","","none","agreement","obligation","full_adaptation","2008-12-03","international","CN/NC","IIIb","no","2014-09-26",139,57,0,"2014-09-26",42,2,1,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-29","","","","","",""
"20140029-2",9,0,"20140029","Arrêté fédéral portant approbation et mise en oeuvre de l’échange de notes entre la Suisse et l’UE concernant la reprise du règlement (UE) no 603/2013 relatif à la création d’Eurodac et modifiant le règlement (UE) no 1077/2011 portant création de l’Agence IT (Développement de l’acquis de Dublin/Eurodac)","Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustausches zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung (EU) Nr. 603/2013 über die Errichtung von «Eurodac» sowie zur Änderung der Verordnung (EU) Nr. 1077/2011 zur Errichtung der IT-Agentur (Weiterentwicklung des Dublin/Eurodac-Besitzstands)","2014-03-07",49,"2014-09-26",2,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Asylrecht; Asylverfahren; Asylbewerber/in; Dubliner Abkommen; Ausschaffung; Rechtsschutz; Inhaftierung; Zwangsmassnahme; junger Mensch; Datenbasis; Personendaten; Datenschutz; biometrische Daten; Ausländerrecht","142.20","RO 2015 2323","http://www.admin.ch/opc/fr/official-compilation/2015/2323.pdf","2014-2645","","FF 2014 7119","http://www.admin.ch/opc/fr/federal-gazette/2014/7119.pdf","",NA,NA,0,"parl_adopted","","none","agreement","obligation","full_adaptation","2008-12-03","international","CN/NC","IIIb","no","2014-09-26",127,65,5,"2014-09-26",39,2,4,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-29","","","","","",""
"20140030-1",NA,0,"20140030","Arrêté fédéral sur l'acquisition de matériel d'armement 2014","Bundesbeschluss über die Beschaffung von Rüstungsmaterial 2014","2014-03-07",49,"2014-09-22",2,42,"no","none","simple federal decree regarding a funding decision","DDPS","Bewaffnung; Armeematerial; Rüstungspolitik; Verteidigungsausgaben; Rechenzentrum; Datenverarbeitung in der Verwaltung; VBS; Geländefahrzeug; Panzer","","","","2014-2693","","FF 2014 7613","http://www.admin.ch/opc/fr/federal-gazette/2014/7613.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20140030-2",20,1,"20140030","Arrêté fédéral sur la réforme de matériel d'armement 2014","","2014-03-07",49,"2014-09-22",2,43,"no","none","other simple federal decree","DDPS","Bewaffnung; Armeematerial; Rüstungspolitik; Verteidigungsausgaben; Rechenzentrum; Datenverarbeitung in der Verwaltung; VBS; Geländefahrzeug; Panzer","","","","","","","","",NA,NA,0,"non-consideration","","","","","","","","CE/SC","IIIa","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20140031-1",9,1,"20140031","Arrêté fédéral portant approbation de l’échange de notes entre la Suisse et l’UE concernant la reprise du règlement (UE) no 1053/2013 portant création d’un mécanisme d’évaluation et de contrôle destiné à vérifier l’application de l’acquis de Schengen (Développement de l’acquis de Schengen)","Bundesbeschluss über die Genehmigung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung (EU) Nr. 1053/2013 zur Einführung eines Evaluierungs- und Überwachungsmechanismus für die Überprüfung der Anwendung des Schengen-Besitzstands (Weiterentwicklung des Schengen-Besitzstands)","2014-04-09",49,"2014-09-26",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Grenzkontrolle; Personenkontrolle an der Grenze; Binnengrenze EU; Europäische Union; Grenze; Evaluation; grenzüberschreitende Wanderung","","RO 2015 339","http://www.admin.ch/opc/fr/official-compilation/2015/339.pdf","2014-3221","","FF 2014 7105","http://www.admin.ch/opc/fr/federal-gazette/2014/7105.pdf","",NA,NA,0,"parl_adopted","","none","agreement","none","full_adaptation","2010-11-16","international","CE/SC","IIIb","no","2014-09-26",124,63,10,"2014-09-26",41,2,2,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-32","","","","","",""
"20140032-1",9,0,"20140032","Arrêté fédéral portant approbation et mise en œuvre de l’échange de notes entre la Suisse et l’Union européenne concernant la reprise du règlement (UE) no 1051/2013 modifiant le code frontières Schengen afin d’établir des règles communes relatives à la réintroduction temporaire du contrôle aux frontières intérieures (Développement de l’acquis de Schengen)","Bundesbeschluss über die Genehmigung und Umsetzung des Notenaustausches zwischen der Schweiz und der EU betreffend die Übernahme der Verordnung (EU) Nr. 1051/2013 zur Änderung des Schengener Grenzkodex zwecks Festlegung einer gemeinsamen Regelung für die vorübergehende Wiedereinführung von Kontrollen an den Binnengrenzen (Weiterentwicklung des Schengen-Besitzstands)","2014-04-09",49,"2014-09-26",3,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Grenzkontrolle; Personenkontrolle an der Grenze; Binnengrenze EU; Europäische Union; Grenze; Evaluation; grenzüberschreitende Wanderung; Asylrecht; Gesetz; Ausländerrecht","142.20","RO 2015 535","http://www.admin.ch/opc/fr/official-compilation/2015/535.pdf","2014-3221","","FF 2014 7107","http://www.admin.ch/opc/fr/federal-gazette/2014/7107.pdf","",NA,NA,0,"parl_adopted","","none","agreement","none","full_adaptation","2011-09-16","international","CE/SC","IIIb","no","2014-09-26",185,8,4,"2014-09-26",42,0,3,"no","none",1,1,"international_affairs","","","","","","","","","","","2013-33","","","","","",""
