"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2013-05-08","2013-04-12","DFE","2013-112","Modification de l<U+0092>'Ordonnance sur les travailleurs détachés en Suisse (Odét)"
"2013-08-06","2013-07-12","DFE","2013-113","Modification de l<U+0092>annexe 3, ch. 5, de l<U+0092>ordonnance sur les importations agricoles: marché des oe<U+009C>ufs et des produits à base d<U+0092><U+009C>'oeufs"
"2013-08-23","2013-07-12","DFE","2013-114","Adaptation du système d<U+0092>attribution des parts de contingent tarifaire pour la viande et extension aux chevaux et à la volaille des contributions à l<U+0092>élimination"
"2013-10-04","2013-09-09","DFE","2013-115","Ordonnance sur le contrat-type de travail pour les travailleurs de l<U+0092>économie domestique (CTT économie domestique)"
"2014-01-31","2013-11-19","DFE","2013-116","Modification de l<U+0092>article 25 de l<U+0092>Ordonnance 2 relative à la loi sur le travail (OLT 2)"
"2014-01-10","2013-11-26","DFE","2013-117","Révision partielle de l<U+0092>ordonnance sur l<U+0092>élevage (OE)"
"2014-02-28","2013-12-06","DFE","2013-118","Modification de l<U+0092>ordonnance 2 relative à la loi sur le travail (OLT 2)"
"2013-08-30","2013-07-01","DFI","2013-12","Modification de l<U+0092>ordonnance sur la distribution de comprimés d<U+0092>iode à la population (Ordonnance sur les comprimés d<U+0092>iode)"
"2013-09-20","2013-06-03","DFJP","2013-120","09.530 Iv.pa. Annulation des commandements de payer injustifiés"
"2013-09-30","2013-08-19","DFF","2013-124","13.435 Iv.pa. Contre-projet indirect à l<U+0092>initiative populaire «Stop à la TVA discriminatoire pour la restauration!»"
"2013-12-13","2013-09-09","DDPS","2013-125","10.417 Iv.pa. Extension des droits des lésés dans la procédure pénale militaire"
"2014-03-31","2013-12-13","DFJP","2013-128","11.449 Iv.pa. Publication des mesures de protection des adultes"
"2013-09-23","2013-08-28","DFI","2013-13","Modification de l<U+0092>ordonnance sur l<U+0092>assurance-maladie (OAMal)"
"2013-10-25","2013-10-10","DFI","2013-14","Ordonnance sur la distribution de comprimés d<U+0092>iode à la population (Ordonnance sur les comprimés d<U+0092>iode) : deuxième audition"
"2014-03-31","2014-12-04","DFI","2013-15","Révision de l<U+0092>Ordonnance du DFI sur les denrées alimentaires génétiquement modifiées (ODAlGM)"
"2014-02-03","2013-12-16","DFI","2013-16","Ordonnance sur l<U+0092>adaptation de structures tarifaires dans l<U+0092>'assurance-maladie"
"2013-01-25","2013-01-15","DFI","2013-17","Limitation de l'admission des fournisseurs de prestations à pratiquer à la charge de l'assurancemaladie obligatoire (OLAF)"
"2013-06-14","2013-05-17","DFI","2013-18","Ordonnance concernant l<U+0092>exécution des relevés statistiques fédéraux (ordonnance sur les  relevés statistiques)"
"2013-09-02","2013-06-06","DFI","2013-19","Ordonnance concernant les systèmes d<U+0092>information du service vétérinaire public (OSISVET)"
"2013-07-19","2013-04-22","ChF","2013-2","Révision partielle de l<U+0092>ordonnance du 24 mai 1978 sur les droits politiques (ODP; révision des dispositions relatives au vote électronique)"
"2013-12-31","2013-10-07","DFI","2013-20","Modifications de l<U+0092>ordonnance sur les épizooties, de l<U+0092>ordonnance sur la protection des animaux et de l<U+0092>ordonnance concernant le Système d<U+0092>information du Service vétérinaire public"
"2014-01-13","2013-10-08","DFI","2013-21","Modification de l<U+0092>ordonnance concernant le registre des professions médicales universitaires (ordonnance concernant le registre LPMéd)"
"2013-05-31","2013-02-20","DFJP","2013-22","Loi fédérale sur la collaboration avec des autorités étrangères et la protection de la souveraineté suisse. Arrêté fédéral portant approbation de deux conventions du Conseil de l<U+0092>Europe en matière administrative"
"2013-06-28","2013-03-15","DFJP","2013-23","Révision totale de la loi sur les amendes d<U+0092>ordre (LAO)"
"2013-06-28","2013-03-19","DFJP","2013-24","Mesures visant à garantir une meilleure compatibilité entre le droit international et le droit interne (révision de la Constitution et de la loi sur les droits politiques)"
"2013-10-17","2013-06-26","DFJP","2013-27","Modification de l<U+0092>ordonnance 1 sur l<U+0092>asile relative à la procédure (OA 1), de l<U+0092>ordonnance 2 sur l<U+0092>asile relative au financement (OA 2), de l<U+0092>ordonnance sur l<U+0092>intégration des étrangers (OIE) et de l<U+0092>ordonnance sur l<U+0092>exécution du renvoi et de l<U+0092>expuls"
"2013-08-30","2013-06-26","DFJP","2013-28","Loi fédérale concernant l<U+0092>amélioration de l<U+0092>échange d<U+0092>informations entre les autorités au sujet des armes"
"2013-07-19","2013-05-31","ChF","2013-3","Ediction du règlement technique concernant le vote électronique (RT VE)"
"2013-11-28","2013-08-28","DFJP","2013-30","Protocole III concernant l<U+0092>extension de l<U+0092>accord sur la libre circulation des personnes (ALCP) du 21 juin 1999 à la Croatie"
"2014-03-31","2013-12-06","DFJP","2013-34","Modification du code civil (CC; Droit de l'adoption)"
"2014-03-31","2013-12-13","DFJP","2013-35","Révision du code civil (CC; protection de l<U+0092>enfant)"
"2013-03-19","2013-02-18","DFJP","2013-36","Audition en vue de la mise en <U+009C>uvre de la révision urgente de la loi sur l<U+0092>asile"
"2013-07-01","2013-04-08","DFJP","2013-37","Modification de l<U+0092>ordonnance relative à l<U+0092>admission, au séjour et à l<U+0092>exercice d<U+0092>une activité lucrative (OASA)"
"2013-08-26","2013-06-03","DFJP","2013-38","Ordonnance sur le système central d<U+0092>information sur les visas (C-VIS) et sur le système national d<U+0092>information sur les visas (ORBIS)"
"2013-07-28","2013-06-14","DFJP","2013-39","Ordonnance contre les rémunérations abusives"
"2013-09-12","2013-05-22","DFAE","2013-4","Loi fédérale sur le blocage et la restitution des valeurs patrimoniales d<U+0092>origine illicite liées à des personnes politiquement exposées  (LBRV)"
"2013-05-01","2013-02-08","DFJP","2013-40","Ordonnance sur les mesures de prévention des infractions liées à la traite des êtres humains (ordonnance sur la traite des êtres humains)"
"2013-06-10","2013-03-28","DFJP","2013-41","Projet d<U+0092>une nouvelle ordonnance du DFJP relative aux taximètres ainsi que le rapport explicatif"
"2013-09-15","2013-06-19","DFJP","2013-42","Ordonnance sur les documents d<U+0092>identité des ressortissants suisses (ordonnance sur les documents d<U+0092>identité, OLDI); et modification de l<U+0092>ordonnance du DFJP sur les documents d<U+0092>identité des ressortissants suisses"
"2013-10-15","2013-07-02","DFJP","2013-43","Ordonnance sur les armes (OArm)"
"2013-10-17","2013-06-27","DDPS","2013-46","Modifications à apporter aux bases légales en vue du développement de l<U+0092>armée"
"2013-05-17","2013-04-08","DDPS","2013-49","Révision partielle de l<U+0092>ordonnance sur l'<U+0092>alarme (OAL)"
"2014-01-24","2013-11-22","DDPS","2013-50","Modification de l<U+0092>ordonnance sur la protection civile (OPCi)"
"2013-06-15","2013-03-01","DFF","2013-52","Stratégie concernant la place financière (obligations de diligence étendues pour empêcher l'acceptation de valeurs patrimoniales non fiscalisées). Révision de la loi sur le blanchiment d'argent"
"2013-09-30","2013-05-29","DFF","2013-55","Loi fédérale sur l<U+0092>unification des procédures pénales en matière fiscale"
"2013-11-21","2013-08-21","DFF","2013-57","Modification de la loi fédérale sur l<U+0092>imposition du tabac (LTab)"
"2014-03-27","2013-12-13","DFF","2013-60","Loi fédérale sur la révision de l<U+0092>imposition à la source du revenu de l<U+0092>activité lucrative"
"2013-12-15","2013-09-06","DFF","2013-61","Passage d<U+0092>un système d<U+0092>encouragement à un système d<U+0092>incitation / Variantes d<U+0092>un système d<U+0092>incitation dans la politique énergétique"
"2014-03-14","2013-12-19","DFF","2013-62","Consultation préliminaire à la réforme de l<U+0092>imposition des entreprises (RIE III): Mesures visant à renforcer la compétitivité fiscale"
"2013-06-14","2013-05-15","DFF","2013-63","Rapport explicatif sur la conclusion d<U+0092>une convention entre la Suisse et la Hongrie en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2013-06-14","2013-05-15","DFF","2013-64","Rapport explicatif sur la conclusion d<U+0092>une convention entre la Suisse et l<U+0092>Australie en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu"
"2013-06-28","2013-05-31","DFF","2013-65","Rapport explicatif sur la conclusion d<U+0092>une convention entre la Suisse et Oman en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu"
"2013-08-13","2013-06-13","DFF","2013-66","Révision partielle des dispositions relatives à l<U+0092>importation de marchandises dans le trafic touristique"
"2013-07-26","2013-07-05","DFF","2013-67","Rapport explicatif sur la conclusion d<U+0092>un avenant à la convention entre la Suisse et la Belgique en vue d<U+0092>éviter les doubles impositions en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2013-10-14","2013-09-11","DFF","2013-68","Normes techniques pour les produits de construction (LPCo)"
"2013-12-31","2013-10-29","DFF","2013-69","Révision totale de l<U+0092>ordonnance sur les banques (OB)"
"2014-03-31","2013-11-21","DFI","2013-7","Réforme de la prévoyance vieillesse 2020"
"2013-05-15","2013-01-30","DETEC","2013-70","Modification de la loi sur le génie génétique (Intégration des résultats du PNR 59 et régions sans OGM) et ordonnance sur la coexistence"
"2013-06-28","2013-03-15","DETEC","2013-71","Révision totale de l<U+0092>ordonnance sur la responsabilité civile en matière nucléaire (ORCN)"
"2013-08-14","2013-04-16","DETEC","2013-73","Complément à la loi sur les forêts dans le cadre de la mise en <U+009C>uvre de la Politique forestière 2020"
"2013-09-30","2013-06-26","DETEC","2013-75","Révision de la loi sur la protection de l<U+0092>environnement (LPE) en tant que contre-projet indirect à l<U+0092>initiative populaire «Pour une économie durable et fondée sur une gestion efficiente des ressources (économie verte)»"
"2013-11-22","2013-08-21","DETEC","2013-79","Modification de l<U+0092>ordonnance sur le fonds de désaffectation et sur le fonds de gestion (OFDG)"
"2014-04-18","2013-12-13","DFI","2013-8","Loi sur les professions de la santé, LPSan (titre provisoire)"
"2013-11-30","2013-08-28","DETEC","2013-80","Modification de l<U+0092>ordonnance sur l<U+0092>aménagement du territoire (y compris les directives techniques sur les zones à bâtir et le complément au guide de la planification directrice)"
"2013-06-28","2013-04-08","DETEC","2013-81","Modification de l'ordonnance sur la chasse"
"2013-07-15","2013-05-08","DETEC","2013-82","Revision de l<U+0092>Ordonnance sur les mouvements de déchets (OMoD)"
"2014-01-24","2013-11-19","DETEC","2013-83","Ordonnance du DETEC concernant le calcul des coûts imputables des mesures d<U+0092>exploitation visant à assainir des centrales hydroélectriques"
"2013-04-11","2013-02-12","DETEC","2013-84","Révision partielle de l<U+0092>ordonnance sur la procédure d<U+0092>approbation des plans d<U+0092>installations éléctriques (OPIE)"
"2013-07-05","2013-04-03","DETEC","2013-85","Modifications d<U+0092>ordonnance dans le cadre de l<U+0092>adaptation de l<U+0092>arrêté fédéral sur le réseau des routes nationales et son financement"
"2013-07-12","2013-04-10","DETEC","2013-86","Ordonnance du 14 mars 1994 sur la construction et l<U+0092>exploitation des bateaux et des installations des entreprises publiques de navigation (Ordonnance sur la construction des bateaux, OCB) et Dispositions d<U+0092>exécution du DETEC du 23 avril 2007 sur l<U+0092>or"
"2013-05-07","2013-04-15","DETEC","2013-87","Révision de l<U+0092>ordonnance sur l<U+0092>énergie (OEne): Augmentation du supplément visé à l<U+0092>art. 15b de la loi sur l<U+0092>énergie (art. 3j, al. 1, OEne)"
"2013-07-12","2013-04-16","DETEC","2013-88","Mise en <U+009C>uvre du deuxième paquet de mesures de «Via sicura»"
"2013-06-21","2013-04-17","DETEC","2013-89","Modification de l<U+0092>ordonnance sur les services de télécommunication (OST)"
"2014-04-02","2013-12-18","DFI","2013-9","Ratification et mise en <U+009C>uvre de la Convention du Conseil de l<U+0092>Europe sur la contrefaçon des produits médicaux et les infractions similaires menaçant la santé publique (Convention Médicrime)"
"2013-06-21","2013-05-03","DETEC","2013-90","Révision partielle des dispositions d<U+0092>exécution de l<U+0092>ordonnance sur les chemins de fer (DE-OCF) et de l<U+0092>ordonnance du DETEC concernant les exigences techniques sur les aménagements visant à assurer l<U+0092>accès des personnes handicapées aux transports pub"
"2013-09-06","2013-06-03","DETEC","2013-91","Modification de l<U+0092>ordonnance sur la restitution, la reprise et l<U+0092>élimination des appareils électriques et électroniques (OREA)"
"2013-10-11","2013-08-13","DETEC","2013-92","Ordonnance du DETEC sur le transfert de compétences en matière d<U+0092>instruction dans le domaine des procédures pénales administratives à l<U+0092>Inspection fédérale des installations à courant fort"
"2013-09-11","2013-08-14","DETEC","2013-93","Modification de l<U+0092>ordonnance sur l<U+0092>énergie (OEne) et de l<U+0092>Ordonnance du DETEC sur l<U+0092>attestation du type de production et de l<U+0092>origine de l<U+0092>électricité (OAOr): garanties d<U+0092>origine, rétribution de l<U+0092>injection à prix coûtant, étiquetteEnergie, dispositi"
